#HEADER:Level,LevelCategory,AreaCode,AreaName
2,KECAMATAN,44334,PUJON
2,KECAMATAN,44345,NGANTANG
2,KECAMATAN,44359,KASEMBON
2,KECAMATAN,44366,GEDANGAN
2,KECAMATAN,44375,TIRTOYUDO
2,KECAMATAN,44389,KROMENGAN
2,KECAMATAN,44397,WONOSARI
2,KECAMATAN,44230,PAKIS
2,KECAMATAN,44214,JABUNG
2,KECAMATAN,44198,TUMPANG
2,KECAMATAN,44005,PAGAK
2,KECAMATAN,44014,BANTUR
2,KECAMATAN,44025,SUMBERMANJING WETAN
2,KECAMATAN,44041,DAMPIT
2,KECAMATAN,44054,AMPELGADING
2,KECAMATAN,44068,PONCOKUSUMO
2,KECAMATAN,44086,WAJAK
2,KECAMATAN,44100,TUREN
2,KECAMATAN,44118,GONDANGLEGI
2,KECAMATAN,44133,KALIPARE
2,KECAMATAN,44143,SUMBERPUCUNG
2,KECAMATAN,44151,KEPANJEN
2,KECAMATAN,44170,BULULAWANG
2,KECAMATAN,44185,TAJINAN
2,KECAMATAN,44406,PAGELARAN
1,KABUPATEN/KOTA,44417,LUMAJANG
2,KECAMATAN,44418,TEMPURSARI
2,KECAMATAN,44545,GUCIALIT
2,KECAMATAN,44555,PADANG
2,KECAMATAN,44565,SUKODONO
2,KECAMATAN,44576,KEDUNGJAJANG
2,KECAMATAN,44589,JATIROTO
2,KECAMATAN,44596,RANDUAGUNG
2,KECAMATAN,44609,KLAKAH
2,KECAMATAN,44622,RANUYOSO
2,KECAMATAN,44532,SENDURO
2,KECAMATAN,44524,PASRUJAMBE
2,KECAMATAN,44511,LUMAJANG
2,KECAMATAN,44426,PRONOJIWO
2,KECAMATAN,44433,CANDIPURO
2,KECAMATAN,44444,PASIRIAN
2,KECAMATAN,44456,TEMPEH
2,KECAMATAN,44470,KUNIR
2,KECAMATAN,44482,YOSOWILANGUN
2,KECAMATAN,44494,ROWOKANGKUNG
2,KECAMATAN,44502,TEKUNG
2,KECAMATAN,44634,SUMBERSUKO
1,KABUPATEN/KOTA,44643,JEMBER
2,KECAMATAN,44644,JOMBANG
2,KECAMATAN,44794,TEMPUREJO
2,KECAMATAN,44803,KALIWATES
2,KECAMATAN,44811,PATRANG
2,KECAMATAN,44820,SUMBERSARI
2,KECAMATAN,44828,ARJASA
2,KECAMATAN,44835,MUMBULSARI
2,KECAMATAN,44843,PAKUSARI
2,KECAMATAN,44851,JELBUK
2,KECAMATAN,44858,MAYANG
2,KECAMATAN,44866,KALISAT
2,KECAMATAN,44879,LEDOKOMBO
2,KECAMATAN,44890,SUKOWONO
2,KECAMATAN,44903,SILO
2,KECAMATAN,44786,AJUNG
2,KECAMATAN,44777,JENGGAWAH
2,KECAMATAN,44771,SUKORAMBI
2,KECAMATAN,44651,KENCONG
2,KECAMATAN,44657,SUMBERBARU
2,KECAMATAN,44668,GUMUKMAS
2,KECAMATAN,44677,UMBULSARI
2,KECAMATAN,44688,TANGGUL
2,KECAMATAN,44697,SEMBORO
2,KECAMATAN,44704,PUGER
2,KECAMATAN,44717,BANGSALSARI
2,KECAMATAN,44729,BALUNG
2,KECAMATAN,44738,WULUHAN
2,KECAMATAN,44746,AMBULU
2,KECAMATAN,44754,RAMBIPUJI
2,KECAMATAN,44763,PANTI
2,KECAMATAN,44913,SUMBERJAMBE
1,KABUPATEN/KOTA,44923,BANYUWANGI
2,KECAMATAN,44924,PESANGGARAN
2,KECAMATAN,45048,KABAT
2,KECAMATAN,45065,GLAGAH
2,KECAMATAN,45076,BANYUWANGI
2,KECAMATAN,45095,GIRI
2,KECAMATAN,45102,WONGSOREJO
2,KECAMATAN,45115,SONGGON
2,KECAMATAN,45125,SEMPU
2,KECAMATAN,45133,KALIPURO
2,KECAMATAN,45143,SILIRAGUNG
2,KECAMATAN,45149,TEGALSARI
2,KECAMATAN,45029,ROGOJAMPI
2,KECAMATAN,45017,SINGOJURUH
2,KECAMATAN,44930,BANGOREJO
2,KECAMATAN,44938,PURWOHARJO
2,KECAMATAN,44947,TEGALDLIMO
2,KECAMATAN,44957,MUNCAR
2,KECAMATAN,44968,CLURING
2,KECAMATAN,44978,GAMBIRAN
2,KECAMATAN,44985,SRONO
2,KECAMATAN,44996,GENTENG
2,KECAMATAN,45002,GLENMORE
2,KECAMATAN,45010,KALIBARU
2,KECAMATAN,45156,LICIN
1,KABUPATEN/KOTA,45165,BONDOWOSO
2,KECAMATAN,45166,MAESAN
2,KECAMATAN,45313,KLABANG
2,KECAMATAN,45325,CERMEE
2,KECAMATAN,45340,PRAJEKAN
2,KECAMATAN,45348,PAKEM
2,KECAMATAN,45357,SUMBERWRINGIN
2,KECAMATAN,45364,SEMPOL
2,KECAMATAN,45371,BINAKAL
2,KECAMATAN,45380,TAMAN KROCOK
2,KECAMATAN,45388,JAMBESARI DARUS SHOLAH
2,KECAMATAN,45304,TEGALAMPEL
2,KECAMATAN,45290,WRINGIN
2,KECAMATAN,45278,BONDOWOSO
2,KECAMATAN,45179,TAMANAN
2,KECAMATAN,45189,TLOGOSARI
2,KECAMATAN,45200,SUKOSARI
2,KECAMATAN,45205,PUJER
2,KECAMATAN,45217,GRUJUGAN
2,KECAMATAN,45229,CURAHDAMI
2,KECAMATAN,45242,TENGGARANG
2,KECAMATAN,45255,WONOSARI
2,KECAMATAN,45268,TAPEN
2,KECAMATAN,45398,BOTOLINGGO
1,KABUPATEN/KOTA,45407,SITUBONDO
2,KECAMATAN,45408,JATIBANTENG
2,KECAMATAN,45545,BANYUGLUGUR
2,KECAMATAN,45535,SUMBERMALANG
2,KECAMATAN,45529,BANYUPUTIH
2,KECAMATAN,45518,ASEMBAGUS
2,KECAMATAN,45509,JANGKAR
2,KECAMATAN,45500,ARJASA
2,KECAMATAN,45489,KAPONGAN
2,KECAMATAN,45482,MANGARAN
2,KECAMATAN,45469,PANJI
2,KECAMATAN,45462,SITUBONDO
2,KECAMATAN,45453,PANARUKAN
2,KECAMATAN,45445,KENDIT
2,KECAMATAN,45437,MLANDINGAN
2,KECAMATAN,45428,SUBOH
2,KECAMATAN,45417,BESUKI
2,KECAMATAN,45553,BUNGATAN
1,KABUPATEN/KOTA,45561,PROBOLINGGO
2,KECAMATAN,45562,SUKAPURA
2,KECAMATAN,45753,KRAKSAAN
2,KECAMATAN,45772,KREJENGAN
2,KECAMATAN,45790,PAJARAKAN
2,KECAMATAN,45803,MARON
2,KECAMATAN,45822,GENDING
2,KECAMATAN,45836,DRINGU
2,KECAMATAN,45851,TEGALSIWALAN
2,KECAMATAN,45864,SUMBERASIH
2,KECAMATAN,45878,WONOMERTO
2,KECAMATAN,45890,TONGAS
2,KECAMATAN,45735,BESUK
2,KECAMATAN,45714,PAITON
2,KECAMATAN,45575,SUMBER
2,KECAMATAN,45585,KURIPAN
2,KECAMATAN,45593,BANTARAN
2,KECAMATAN,45604,LECES
2,KECAMATAN,45615,BANYUANYAR
2,KECAMATAN,45630,TIRIS
2,KECAMATAN,45647,KRUCIL
2,KECAMATAN,45662,GADING
2,KECAMATAN,45682,PAKUNIRAN
2,KECAMATAN,45700,KOTAANYAR
2,KECAMATAN,45905,LUMBANG
1,KABUPATEN/KOTA,45916,PASURUAN
2,KECAMATAN,45917,PURWODADI
2,KECAMATAN,46126,BANGIL
2,KECAMATAN,46142,REMBANG
2,KECAMATAN,46160,KRATON
2,KECAMATAN,46186,POHJENTREK
2,KECAMATAN,46196,GONDANGWETAN
2,KECAMATAN,46217,WINONGAN
2,KECAMATAN,46236,GRATI
2,KECAMATAN,46252,NGULING
2,KECAMATAN,46268,LEKOK
2,KECAMATAN,46280,REJOSO
2,KECAMATAN,46111,BEJI
2,KECAMATAN,46095,GEMPOL
2,KECAMATAN,45931,TUTUR
2,KECAMATAN,45944,PUSPO
2,KECAMATAN,45952,LUMBANG
2,KECAMATAN,45965,PASREPAN
2,KECAMATAN,45983,KEJAYAN
2,KECAMATAN,46009,WONOREJO
2,KECAMATAN,46025,PURWOSARI
2,KECAMATAN,46041,SUKOREJO
2,KECAMATAN,46061,PRIGEN
2,KECAMATAN,46076,PANDAAN
2,KECAMATAN,46297,TOSARI
1,KABUPATEN/KOTA,46306,SIDOARJO
2,KECAMATAN,46307,TARIK
2,KECAMATAN,46643,SEDATI
2,KECAMATAN,46627,GEDANGAN
2,KECAMATAN,46611,BUDURAN
2,KECAMATAN,46591,SUKODONO
2,KECAMATAN,46566,TAMAN
2,KECAMATAN,46545,BALONGBENDO
2,KECAMATAN,46522,KRIAN
2,KECAMATAN,46498,WONOAYU
2,KECAMATAN,46475,TULANGAN
2,KECAMATAN,46450,SIDOARJO
2,KECAMATAN,46425,CANDI
2,KECAMATAN,46405,TANGGULANGIN
2,KECAMATAN,46389,JABON
2,KECAMATAN,46369,PORONG
2,KECAMATAN,46349,KREMBUNG
2,KECAMATAN,46328,PRAMBON
2,KECAMATAN,46660,WARU
1,KABUPATEN/KOTA,46678,MOJOKERTO
2,KECAMATAN,46679,JATIREJO
2,KECAMATAN,46969,DAWARBLANDONG
2,KECAMATAN,46952,JETIS
2,KECAMATAN,46931,KEMLAGI
2,KECAMATAN,46916,GEDEG
2,KECAMATAN,46900,SOOKO
2,KECAMATAN,46883,TROWULAN
2,KECAMATAN,46866,PURI
2,KECAMATAN,46848,BANGSAL
2,KECAMATAN,46831,DLANGGU
2,KECAMATAN,46811,MOJOSARI
2,KECAMATAN,46793,KUTOREJO
2,KECAMATAN,46773,PUNGGING
2,KECAMATAN,46753,NGORO
2,KECAMATAN,46739,TRAWAS
2,KECAMATAN,46718,PACET
2,KECAMATAN,46699,GONDANG
2,KECAMATAN,46988,MOJOANYAR
1,KABUPATEN/KOTA,47001,JOMBANG
2,KECAMATAN,47002,PERAK
2,KECAMATAN,47206,TEMBELANG
2,KECAMATAN,47222,PLOSO
2,KECAMATAN,47236,PLANDAAN
2,KECAMATAN,47250,KABUH
2,KECAMATAN,47267,KUDU
2,KECAMATAN,47279,BANDARKEDUNGMULYO
2,KECAMATAN,47291,JOGOROTO
2,KECAMATAN,47303,MEGALUH
2,KECAMATAN,47191,KESAMBEN
2,KECAMATAN,47169,SUMOBITO
2,KECAMATAN,47154,PETERONGAN
2,KECAMATAN,47016,GUDO
2,KECAMATAN,47035,NGORO
2,KECAMATAN,47049,BARENG
2,KECAMATAN,47063,WONOSALAM
2,KECAMATAN,47073,MOJOAGUNG
2,KECAMATAN,47092,MOJOWARNO
2,KECAMATAN,47112,DIWEK
2,KECAMATAN,47133,JOMBANG
2,KECAMATAN,47317,NGUSIKAN
1,KABUPATEN/KOTA,47329,NGANJUK
2,KECAMATAN,47330,SAWAHAN
2,KECAMATAN,47497,SUKOMORO
2,KECAMATAN,47510,NGANJUK
2,KECAMATAN,47526,BAGOR
2,KECAMATAN,47548,WILANGAN
2,KECAMATAN,47555,REJOSO
2,KECAMATAN,47580,GONDANG
2,KECAMATAN,47598,NGLUYU
2,KECAMATAN,47605,LENGKONG
2,KECAMATAN,47480,TANJUNGANOM
2,KECAMATAN,47468,BARON
2,KECAMATAN,47340,NGETOS
2,KECAMATAN,47350,BERBEK
2,KECAMATAN,47370,LOCERET
2,KECAMATAN,47393,PACE
2,KECAMATAN,47412,PRAMBON
2,KECAMATAN,47427,NGRONGGOT
2,KECAMATAN,47441,KERTOSONO
2,KECAMATAN,47456,PATIANROWO
2,KECAMATAN,47622,JATIKALEN
1,KABUPATEN/KOTA,47634,MADIUN
2,KECAMATAN,47635,KEBONSARI
2,KECAMATAN,47831,SAWAHAN
2,KECAMATAN,47812,PILANGKENCENG
2,KECAMATAN,47796,SARADAN
2,KECAMATAN,47781,MEJAYAN
2,KECAMATAN,47762,BALEREJO
2,KECAMATAN,47747,JIWAN
2,KECAMATAN,47733,MADIUN
2,KECAMATAN,47718,WUNGU
2,KECAMATAN,47710,GEMARANG
2,KECAMATAN,47701,KARE
2,KECAMATAN,47683,DAGANGAN
2,KECAMATAN,47663,GEGER
2,KECAMATAN,47650,DOLOPO
2,KECAMATAN,47845,WONOASRI
1,KABUPATEN/KOTA,47856,MAGETAN
2,KECAMATAN,47857,PONCOL
2,KECAMATAN,48089,NGUNTORONADI
2,KECAMATAN,48076,NGARIBOYO
2,KECAMATAN,48063,KARTOHARJO
2,KECAMATAN,48051,KARAS
2,KECAMATAN,48037,KARANGREJO
2,KECAMATAN,48022,BARAT
2,KECAMATAN,48006,MAOSPATI
2,KECAMATAN,47989,BENDO
2,KECAMATAN,47974,SUKOMORO
2,KECAMATAN,47956,PANEKAN
2,KECAMATAN,47940,PLAOSAN
2,KECAMATAN,47925,MAGETAN
2,KECAMATAN,47904,KAWEDANAN
2,KECAMATAN,47891,TAKERAN
2,KECAMATAN,47880,LEMBEYAN
2,KECAMATAN,47866,PARANG
2,KECAMATAN,48099,SIDOREJO
1,KABUPATEN/KOTA,48110,NGAWI
2,KECAMATAN,48111,SINE
2,KECAMATAN,48332,GERIH
2,KECAMATAN,48324,KARANGANYAR
2,KECAMATAN,48313,PITU
2,KECAMATAN,48302,BRINGIN
2,KECAMATAN,48292,PANGKUR
2,KECAMATAN,48284,MANTINGAN
2,KECAMATAN,48271,WIDODAREN
2,KECAMATAN,48258,KEDUNGGALAR
2,KECAMATAN,48243,PARON
2,KECAMATAN,48226,NGAWI
2,KECAMATAN,48213,PADAS
2,KECAMATAN,48195,KARANGJATI
2,KECAMATAN,48180,KWADUNGAN
2,KECAMATAN,48166,GENENG
2,KECAMATAN,48155,KENDAL
2,KECAMATAN,48142,JOGOROGO
2,KECAMATAN,48127,NGRAMBE
2,KECAMATAN,48338,KASREMAN
1,KABUPATEN/KOTA,48347,BOJONEGORO
2,KECAMATAN,48348,NGRAHO
2,KECAMATAN,48649,KALITIDU
2,KECAMATAN,48674,MALO
2,KECAMATAN,48695,PURWOSARI
2,KECAMATAN,48708,PADANGAN
2,KECAMATAN,48725,KASIMAN
2,KECAMATAN,48736,TEMAYANG
2,KECAMATAN,48749,MARGOMULYO
2,KECAMATAN,48756,TRUCUK
2,KECAMATAN,48769,SUKOSEWU
2,KECAMATAN,48784,KEDEWAN
2,KECAMATAN,48790,GONDANG
2,KECAMATAN,48798,SEKAR
2,KECAMATAN,48630,BOJONEGORO
2,KECAMATAN,48608,KAPAS
2,KECAMATAN,48365,TAMBAKREJO
2,KECAMATAN,48384,NGAMBON
2,KECAMATAN,48390,NGASEM
2,KECAMATAN,48414,BUBULAN
2,KECAMATAN,48420,DANDER
2,KECAMATAN,48437,SUGIHWARAS
2,KECAMATAN,48455,KEDUNGADEM
2,KECAMATAN,48479,KEPOH BARU
2,KECAMATAN,48505,BAURENO
2,KECAMATAN,48531,KANOR
2,KECAMATAN,48557,SUMBEREJO
2,KECAMATAN,48584,BALEN
2,KECAMATAN,83884,GAYAM
1,KABUPATEN/KOTA,48805,TUBAN
2,KECAMATAN,48806,KENDURUAN
2,KECAMATAN,48995,JENU
2,KECAMATAN,49013,MERAKURAK
2,KECAMATAN,49033,RENGEL
2,KECAMATAN,49050,SEMANDING
2,KECAMATAN,49068,TUBAN
2,KECAMATAN,49086,PLUMPANG
2,KECAMATAN,49105,PALANG
2,KECAMATAN,49125,WIDANG
2,KECAMATAN,48971,SOKO
2,KECAMATAN,48957,MONTONG
2,KECAMATAN,48816,JATIROGO
2,KECAMATAN,48835,BANGILAN
2,KECAMATAN,48850,BANCAR
2,KECAMATAN,48875,SENORI
2,KECAMATAN,48888,TAMBAKBOYO
2,KECAMATAN,48907,SINGGAHAN
2,KECAMATAN,48920,KEREK
2,KECAMATAN,48938,PARENGAN
2,KECAMATAN,49142,GRABAGAN
1,KABUPATEN/KOTA,49154,LAMONGAN
2,KECAMATAN,49155,SUKORAME
2,KECAMATAN,49425,MANTUP
2,KECAMATAN,49441,SUKODADI
2,KECAMATAN,49462,KARANGGENENG
2,KECAMATAN,49481,KEMBANGBAHU
2,KECAMATAN,49500,KALITENGAH
2,KECAMATAN,49521,TURI
2,KECAMATAN,49541,LAMONGAN
2,KECAMATAN,49562,TIKUNG
2,KECAMATAN,49576,KARANGBINANGUN
2,KECAMATAN,49598,DEKET
2,KECAMATAN,49616,GLAGAH
2,KECAMATAN,49414,SOLOKURO
2,KECAMATAN,49396,PACIRAN
2,KECAMATAN,49378,PUCUK
2,KECAMATAN,49165,BLULUK
2,KECAMATAN,49175,MODO
2,KECAMATAN,49193,NGIMBANG
2,KECAMATAN,49213,BABAT
2,KECAMATAN,49237,KEDUNGPRING
2,KECAMATAN,49261,BRONDONG
2,KECAMATAN,49272,LAREN
2,KECAMATAN,49293,SEKARAN
2,KECAMATAN,49315,MADURAN
2,KECAMATAN,49333,SAMBENG
2,KECAMATAN,49356,SUGIO
2,KECAMATAN,49646,SARIREJO
1,KABUPATEN/KOTA,49656,GRESIK
2,KECAMATAN,49657,DUKUN
2,KECAMATAN,49999,SANGKAPURA
2,KECAMATAN,49977,GRESIK
2,KECAMATAN,49960,DRIYOREJO
2,KECAMATAN,49938,KEBOMAS
2,KECAMATAN,49915,MENGANTI
2,KECAMATAN,49892,BUNGAH
2,KECAMATAN,49866,CERME
2,KECAMATAN,49842,MANYAR
2,KECAMATAN,49820,SIDAYU
2,KECAMATAN,49804,KEDAMEAN
2,KECAMATAN,49790,UJUNGPANGKAH
2,KECAMATAN,49773,WRINGINANOM
2,KECAMATAN,49749,DUDUKSAMPEYAN
2,KECAMATAN,49725,BENJENG
2,KECAMATAN,49710,PANCENG
2,KECAMATAN,49684,BALONGPANGGANG
2,KECAMATAN,50017,TAMBAK
1,KABUPATEN/KOTA,50031,BANGKALAN
2,KECAMATAN,50032,BANGKALAN
2,KECAMATAN,50295,KONANG
2,KECAMATAN,50277,MODUNG
2,KECAMATAN,50257,BLEGA
2,KECAMATAN,50238,TRAGAH
2,KECAMATAN,50214,TANAH MERAH
2,KECAMATAN,50200,LABANG
2,KECAMATAN,50183,KWANYAR
2,KECAMATAN,50169,KOKOP
2,KECAMATAN,50154,TANJUNG BUMI
2,KECAMATAN,50138,SEPULU
2,KECAMATAN,50115,KLAMPIS
2,KECAMATAN,50101,GEGER
2,KECAMATAN,50082,AROSBAYA
2,KECAMATAN,50071,KAMAL
2,KECAMATAN,50058,BURNEH
2,KECAMATAN,50046,SOCAH
2,KECAMATAN,50309,GALIS
1,KABUPATEN/KOTA,50331,SAMPANG
2,KECAMATAN,50332,SRESEH
2,KECAMATAN,50517,PANGARENGAN
2,KECAMATAN,50502,KETAPANG
2,KECAMATAN,50489,SOKOBANAH
2,KECAMATAN,50479,ROBATAL
2,KECAMATAN,50458,BANYUATES
2,KECAMATAN,50447,TAMBELANGAN
2,KECAMATAN,50432,JRENGIK
2,KECAMATAN,50413,KEDUNGDUNG
2,KECAMATAN,50392,OMBEN
2,KECAMATAN,50377,CAMPLONG
2,KECAMATAN,50358,SAMPANG
2,KECAMATAN,50345,TORJUN
2,KECAMATAN,50524,KARANGPENANG
1,KABUPATEN/KOTA,50532,PAMEKASAN
2,KECAMATAN,50533,TLANAKAN
2,KECAMATAN,50714,KADUR
2,KECAMATAN,50700,BATUMARMAR
2,KECAMATAN,50687,WARU
2,KECAMATAN,50674,PAKONG
2,KECAMATAN,50659,LARANGAN
2,KECAMATAN,50645,PEGANTENAN
2,KECAMATAN,50604,PROPPO
2,KECAMATAN,50585,PAMEKASAN
2,KECAMATAN,50574,GALIS
2,KECAMATAN,50551,PADEMAWU
2,KECAMATAN,50725,PASEAN
1,KABUPATEN/KOTA,50735,SUMENEP
2,KECAMATAN,50736,KOTA SUMENEP
2,KECAMATAN,50946,BATANG BATANG
2,KECAMATAN,50963,BATU PUTIH
2,KECAMATAN,50978,DUNGKEK
2,KECAMATAN,50994,GAPURA
2,KECAMATAN,51012,GAYAM
2,KECAMATAN,51023,NONGGUNONG
2,KECAMATAN,51042,MASALEMBU
2,KECAMATAN,51047,ARJASA
2,KECAMATAN,51067,SAPEKEN
2,KECAMATAN,51077,BATUAN
2,KECAMATAN,50934,RUBARU
2,KECAMATAN,50918,DASUK
2,KECAMATAN,50907,PASONGSONGAN
2,KECAMATAN,50753,KALIANGET
2,KECAMATAN,50761,MANDING
2,KECAMATAN,50773,TALANGO
2,KECAMATAN,50782,BLUTO
2,KECAMATAN,50803,SARONGGI
2,KECAMATAN,50818,LENTENG
2,KECAMATAN,50839,GILI GINTING
2,KECAMATAN,50861,GANDING
2,KECAMATAN,50876,PRAGAAN
2,KECAMATAN,50891,AMBUNTEN
2,KECAMATAN,51085,KANGAYAN
1,KABUPATEN/KOTA,51095,KOTA KEDIRI
2,KECAMATAN,51096,MOJOROTO
2,KECAMATAN,51111,KOTA
2,KECAMATAN,51129,PESANTREN
1,KABUPATEN/KOTA,51145,KOTA BLITAR
2,KECAMATAN,51146,KEPANJENKIDUL
2,KECAMATAN,51154,SUKOREJO
2,KECAMATAN,51162,SANANWETAN
1,KABUPATEN/KOTA,51170,KOTA MALANG
2,KECAMATAN,51171,BLIMBING
2,KECAMATAN,51183,KLOJEN
2,KECAMATAN,51195,KEDUNGKANDANG
2,KECAMATAN,51208,SUKUN
2,KECAMATAN,51220,LOWOKWARU
1,KABUPATEN/KOTA,51233,KOTA PROBOLINGGO
2,KECAMATAN,51234,KADEMANGAN
2,KECAMATAN,51241,WONOASIH
2,KECAMATAN,51248,MAYANGAN
2,KECAMATAN,83538,KANIGARAN
2,KECAMATAN,83539,KEDOPAK
1,KABUPATEN/KOTA,51268,KOTA PASURUAN
2,KECAMATAN,51269,GADINGREJO
2,KECAMATAN,51281,PURWOREJO
2,KECAMATAN,51292,BUGUL KIDUL
2,KECAMATAN,83540,PANGGUNGREJO
1,KABUPATEN/KOTA,51306,KOTA MOJOKERTO
2,KECAMATAN,51307,PRAJURIT KULON
2,KECAMATAN,51316,MAGERSARI
1,KABUPATEN/KOTA,51327,KOTA MADIUN
2,KECAMATAN,51328,KARTOHARJO
2,KECAMATAN,51338,MANGUHARJO
2,KECAMATAN,51348,TAMAN
1,KABUPATEN/KOTA,51358,KOTA SURABAYA
2,KECAMATAN,51359,KARANGPILANG
2,KECAMATAN,51469,LAKARSANTRI
2,KECAMATAN,51476,BENOWO
2,KECAMATAN,51482,WIYUNG
2,KECAMATAN,51487,DUKUHPAKIS
2,KECAMATAN,51492,GAYUNGAN
2,KECAMATAN,51497,JAMBANGAN
2,KECAMATAN,51502,TENGGILIS MEJOYO
2,KECAMATAN,51508,GUNUNG ANYAR
2,KECAMATAN,51513,MULYOREJO
2,KECAMATAN,51520,SUKOMANUNGGAL
2,KECAMATAN,51527,ASEM ROWO
2,KECAMATAN,51533,BULAK
2,KECAMATAN,51539,PAKAL
2,KECAMATAN,51464,KENJERAN
2,KECAMATAN,51458,SEMAMPIR
2,KECAMATAN,51452,KREMBANGAN
2,KECAMATAN,51364,WONOCOLO
2,KECAMATAN,51370,RUNGKUT
2,KECAMATAN,51377,WONOKROMO
2,KECAMATAN,51384,TEGALSARI
2,KECAMATAN,51390,SAWAHAN
2,KECAMATAN,51397,GENTENG
2,KECAMATAN,51403,GUBENG
2,KECAMATAN,51410,SUKOLILO
2,KECAMATAN,51418,TAMBAKSARI
2,KECAMATAN,51427,SIMOKERTO
2,KECAMATAN,51433,PABEAN CANTIKAN
2,KECAMATAN,51439,BUBUTAN
2,KECAMATAN,51445,TANDES
2,KECAMATAN,51545,SAMBIKEREP
1,KABUPATEN/KOTA,51550,KOTA BATU
2,KECAMATAN,51551,BATU
2,KECAMATAN,51560,BUMIAJI
2,KECAMATAN,51570,JUNREJO
0,PROVINSI,51578,BANTEN
1,KABUPATEN/KOTA,51579,PANDEGLANG
2,KECAMATAN,51580,SUMUR
2,KECAMATAN,51796,BANJAR
2,KECAMATAN,51808,PANDEGLANG
2,KECAMATAN,51813,CADASARI
2,KECAMATAN,51825,CISATA
2,KECAMATAN,51835,PATIA
2,KECAMATAN,51845,KARANG TANJUNG
2,KECAMATAN,51850,CIKEDAL
2,KECAMATAN,51861,CIBITUNG
2,KECAMATAN,51872,CARITA
2,KECAMATAN,51883,SUKARESMI
2,KECAMATAN,51894,MEKARJAYA
2,KECAMATAN,51903,SINDANGRESMI
2,KECAMATAN,83878,PULOSARI
2,KECAMATAN,83879,KORONCONG
2,KECAMATAN,83880,MAJASARI
2,KECAMATAN,51785,KADUHEJO
2,KECAMATAN,51773,CIMANUK
2,KECAMATAN,51757,MANDALAWANGI
2,KECAMATAN,51588,CIMANGGU
2,KECAMATAN,51601,CIBALIUNG
2,KECAMATAN,51611,CIKEUSIK
2,KECAMATAN,51626,CIGEULIS
2,KECAMATAN,51636,PANIMBANG
2,KECAMATAN,51643,ANGSANA
2,KECAMATAN,51653,MUNJUL
2,KECAMATAN,51663,PAGELARAN
2,KECAMATAN,51677,BOJONG
2,KECAMATAN,51686,PICUNG
2,KECAMATAN,51695,LABUAN
2,KECAMATAN,51705,MENES
2,KECAMATAN,51717,SAKETI
2,KECAMATAN,51732,CIPEUCANG
2,KECAMATAN,51743,JIPUT
2,KECAMATAN,83881,SOBANG
1,KABUPATEN/KOTA,51913,LEBAK
2,KECAMATAN,51914,MALINGPING
2,KECAMATAN,52130,CIJAKU
2,KECAMATAN,52141,CIKULUR
2,KECAMATAN,52155,CIBADAK
2,KECAMATAN,52171,CIBEBER
2,KECAMATAN,52194,CILOGRANG
2,KECAMATAN,52205,WANASALAM
2,KECAMATAN,52219,SOBANG
2,KECAMATAN,52230,CURUG BITUNG
2,KECAMATAN,52241,KALANGANYAR
2,KECAMATAN,52249,LEBAKGEDONG
2,KECAMATAN,52256,CIHARA
2,KECAMATAN,52266,CIRINTEN
2,KECAMATAN,52117,WARUNGGUNUNG
2,KECAMATAN,52100,RANGKASBITUNG
2,KECAMATAN,51929,PANGGARANGAN
2,KECAMATAN,51941,BAYAH
2,KECAMATAN,51953,CIPANAS
2,KECAMATAN,51968,MUNCANG
2,KECAMATAN,51981,LEUWIDAMAR
2,KECAMATAN,51994,BOJONGMANIK
2,KECAMATAN,52004,GUNUNGKENCANA
2,KECAMATAN,52017,BANJARSARI
2,KECAMATAN,52038,CILELES
2,KECAMATAN,52051,CIMARGA
2,KECAMATAN,52069,SAJIRA
2,KECAMATAN,52085,MAJA
2,KECAMATAN,52277,CIGEMLONG
1,KABUPATEN/KOTA,52287,TANGERANG
2,KECAMATAN,52288,BALARAJA
2,KECAMATAN,52470,CURUG
2,KECAMATAN,52478,CIKUPA
2,KECAMATAN,52493,PANONGAN
2,KECAMATAN,52502,LEGOK
2,KECAMATAN,52514,PAGEDANGAN
2,KECAMATAN,52526,CISAUK
2,KECAMATAN,52533,SUKAMULYA
2,KECAMATAN,52542,KELAPA DUA
2,KECAMATAN,52549,SINDANG JAYA
2,KECAMATAN,52557,SEPATAN TIMUR
2,KECAMATAN,52566,SOLEAR
2,KECAMATAN,52574,GUNUNG KALER
2,KECAMATAN,52461,SEPATAN
2,KECAMATAN,52446,PAKUHAJI
2,KECAMATAN,52435,KOSAMBI
2,KECAMATAN,52298,JAYANTI
2,KECAMATAN,52307,TIGARAKSA
2,KECAMATAN,52322,JAMBE
2,KECAMATAN,52333,CISOKA
2,KECAMATAN,52344,KRESEK
2,KECAMATAN,52355,KRONJO
2,KECAMATAN,52367,MAUK
2,KECAMATAN,52380,KEMIRI
2,KECAMATAN,52388,SUKADIRI
2,KECAMATAN,52397,RAJEG
2,KECAMATAN,52411,PASAR KEMIS
2,KECAMATAN,52421,TELUKNAGA
2,KECAMATAN,52584,MEKAR BARU
1,KABUPATEN/KOTA,52593,SERANG
2,KECAMATAN,52594,KRAMATWATU
2,KECAMATAN,52798,CIKEUSAL
2,KECAMATAN,52814,PAMARAYAN
2,KECAMATAN,52824,KOPO
2,KECAMATAN,52835,JAWILAN
2,KECAMATAN,52845,CIOMAS
