#HEADER:Level,LevelCategory,AreaCode,AreaName
2,KECAMATAN,22014,V KOTO
2,KECAMATAN,22005,XIV KOTO
2,KECAMATAN,21990,PENARIK
2,KECAMATAN,21977,SELAGAN RAYA
2,KECAMATAN,21963,TERAMANG JAYA
2,KECAMATAN,21950,AIR RAMI
2,KECAMATAN,21942,MALIN DEMAN
2,KECAMATAN,21925,IPUH
2,KECAMATAN,21913,PONDOK SUGUH
2,KECAMATAN,21904,TERAS TERUNJAM
2,KECAMATAN,21894,KOTA MUKOMUKO
2,KECAMATAN,22042,SUNGAI RUMBAI
1,KABUPATEN/KOTA,22052,LEBONG
2,KECAMATAN,22053,RIMBO PENGADANG
2,KECAMATAN,83445,URAM JAYA
2,KECAMATAN,83444,AMEN
2,KECAMATAN,83443,PELABAI
2,KECAMATAN,83442,LEBONG SAKTI
2,KECAMATAN,83441,BINGIN KUNING
2,KECAMATAN,83440,TOPOS
2,KECAMATAN,22106,LEBONG UTARA
2,KECAMATAN,22093,LEBONG ATAS
2,KECAMATAN,22080,LEBONG TENGAH
2,KECAMATAN,22063,LEBONG SELATAN
2,KECAMATAN,83446,PINANG BELAPIS
1,KABUPATEN/KOTA,22135,KEPAHIANG
2,KECAMATAN,22136,BERMANI ILIR
2,KECAMATAN,22154,UJAN MAS
2,KECAMATAN,22172,TEBAT KARAI
2,KECAMATAN,22187,KEPAHIANG
2,KECAMATAN,22206,MERIGI
2,KECAMATAN,22215,KEBAWETAN
2,KECAMATAN,22230,SEBERANG MUSI
2,KECAMATAN,22241,MUARA KEMUMU
1,KABUPATEN/KOTA,20803,BENGKULU TENGAH
2,KECAMATAN,20804,KARANG TINGGI
2,KECAMATAN,83434,PONDOK KUBANG
2,KECAMATAN,83433,MERIGI SAKTI
2,KECAMATAN,83432,MERIGI KELINDANG
2,KECAMATAN,20899,TABA PENANJUNG
2,KECAMATAN,20877,PAGAR JATI
2,KECAMATAN,20856,PEMATANG TIGA
2,KECAMATAN,20832,PONDOK KELAPA
2,KECAMATAN,20818,TALANG EMPAT
2,KECAMATAN,83435,BANG HAJI
