2,KECAMATAN,28742,TAMBAKSARI,0,0,0
2,KECAMATAN,28749,LAKBOK,0,0,0
2,KECAMATAN,28954,MANGUNJAYA,0,0,0
1,KABUPATEN/KOTA,28960,KUNINGAN,0,0,0
2,KECAMATAN,28961,KADUGEDE,8638,6066,14704
2,KECAMATAN,29206,CIGUGUR,15165,11091,26256
2,KECAMATAN,29217,PASAWAHAN,5991,6443,12434
2,KECAMATAN,29228,NUSAHERANG,4992,5644,10636
2,KECAMATAN,29237,CIPICUNG,6167,6571,12738
2,KECAMATAN,29248,PANCALANG,6370,5577,11947
2,KECAMATAN,29262,JAPARA,4781,5740,10521
2,KECAMATAN,29273,CIMAHI,5934,8582,14516
2,KECAMATAN,29284,CILEBAK,3887,2589,6476
2,KECAMATAN,29292,HANTARA,3871,3643,7514
2,KECAMATAN,29301,KALIMANGGIS,5271,5278,10549
2,KECAMATAN,29308,CIBEUREUM,4879,5551,10430
2,KECAMATAN,29317,KARANG KANCANA,4947,4503,9450
2,KECAMATAN,29327,MALEBER,13430,6444,19874
2,KECAMATAN,29344,SINDANG AGUNG,9800,8197,17997
2,KECAMATAN,29186,DARMA,14967,9838,24805
2,KECAMATAN,29171,KRAMATMULYA,11438,10574,22012
2,KECAMATAN,28974,CINIRU,6094,3681,9775
2,KECAMATAN,28984,SUBANG,7343,1763,9106
2,KECAMATAN,28992,CIWARU,8230,6220,14450
2,KECAMATAN,29005,CIBINGBIN,9633,8669,18302
2,KECAMATAN,29016,LURAGUNG,13046,9025,22071
2,KECAMATAN,29033,LEBAKWANGI,10753,10202,20955
2,KECAMATAN,29047,GARAWANGI,11905,8335,20240
2,KECAMATAN,29065,KUNINGAN,35885,21691,57576
2,KECAMATAN,29082,CIAWIGEBANG,22506,17356,39862
2,KECAMATAN,29107,CIDAHU,10327,9357,19684
2,KECAMATAN,29120,JALAKSANA,11950,13142,25092
2,KECAMATAN,29136,CILIMUS,14394,11998,26392
2,KECAMATAN,29150,MANDIRANCAN,7015,5121,12136
2,KECAMATAN,29163,SELAJAMBE,4323,3705,8028
2,KECAMATAN,29357,CIGANDAMEKAR,8070,7560,15630
1,KABUPATEN/KOTA,29369,CIREBON,312002,250156,562158
2,KECAMATAN,29370,WALED,7538,15533,23071
2,KECAMATAN,29712,KALIWEDI,8168,9979,18147
2,KECAMATAN,29697,GEGESIK,15500,18798,34298
2,KECAMATAN,29684,SUSUKAN,11369,20285,31654
2,KECAMATAN,29675,CIWARINGIN,7755,11197,18952
2,KECAMATAN,29665,PANGURAGAN,9007,10494,19501
2,KECAMATAN,29653,ARJAWINANGUN,14579,19608,34187
2,KECAMATAN,29643,KLANGENAN,8728,16123,24851
2,KECAMATAN,29633,KAPETAKAN,10745,16487,27232
2,KECAMATAN,29722,GEBANG,8678,22672,31350
2,KECAMATAN,29736,DEPOK,11732,20515,32247
2,KECAMATAN,29815,SURANENGGALA,9593,14309,23902
2,KECAMATAN,29804,GREGED,8598,11674,20272
2,KECAMATAN,29795,GEMPOL,8811,14151,22962
2,KECAMATAN,29784,PLERED,9317,19213,28530
2,KECAMATAN,29775,TENGAH TANI,9005,13933,22938
2,KECAMATAN,29765,KARANGWARENG,3734,10083,13817
2,KECAMATAN,29757,PABUARAN,5536,13280,18816
2,KECAMATAN,29749,PASALEMAN,4466,7111,11577
2,KECAMATAN,29617,GUNUNG JATI,20705,23481,44186
2,KECAMATAN,29608,KEDAWUNG,14586,18019,32605
2,KECAMATAN,29471,SEDONG,5959,11819,17778
2,KECAMATAN,29457,SUSUKAN LEBAK,5487,12611,18098
2,KECAMATAN,29443,LEMAHABANG,10776,14888,25664
2,KECAMATAN,29434,KARANGSEMBUNG,6493,11353,17846
2,KECAMATAN,29419,BABAKAN,9756,23583,33339
2,KECAMATAN,29405,PABEDILAN,8678,19385,28063
2,KECAMATAN,29394,LOSARI,9989,17005,26994
2,KECAMATAN,29383,CILEDUG,10078,13216,23294
